filename,folder #,mean_SCL,AUC_Phasic,min_peak_amplitude,max_peak_amplitude,mean_phasic_peak,sum_phasic_peak_amplitude,mean_BVPpeaks_ampl,min_BVPpeaks_ampl,max_BVPpeaks_ampl,sum_peak_ampl,HR_mean_difference,HR_variance_difference,Label
5.19,5.19,0.879291078,0.088707612,0,0,0,0,1.685219612,0.49822454,3.831190639,6.740878446,-15.32879259,67.74263599,1
5.2,5.2,0.831628056,0.292515942,0.005547124,0.014673124,0.011788267,0.04715307,0.957570373,-0.029714079,2.356137804,15.32112596,-11.31379259,65.54765235,1
5.21,5.21,0.528740966,4.728638359,0.007066885,0.063622666,0.021871906,0.196847154,1.773122482,0.250405444,9.302189526,37.23557212,-1.259744966,50.24749694,1
5.24,5.24,0.769680268,2.222347738,0,0,0,0,2.474162104,0.877252715,3.813124299,9.896648418,-10.06845925,66.06976093,1
5.28,5.28,0.655157038,12.0468958,0.014637948,0.014637948,0.014637948,0.014637948,2.271897264,-0.149061419,8.522964534,84.06019878,4.282489466,-17.18094988,1
5.3,5.3,0.777171289,3.48623987,0.002710304,0.004305877,0.00330432,0.013217279,0.477870337,-0.401807699,3.375699871,25.80499818,-5.576001887,54.48774301,1
5.31,5.31,0.838694978,3.32995278,0,0,0,0,4.747281847,2.399570017,6.093680439,14.24184554,5.701852576,58.20112308,1
5.32,5.32,-0.183702526,31.78284348,0.041725225,0.219974928,0.117192179,0.585960893,6.977714537,4.712061607,9.389236439,20.93314361,13.69727884,66.03605421,1
5.34,5.34,0.922726845,33.86731419,0.016581657,0.156062582,0.050578491,0.809255852,0.832495061,-0.039385958,4.778669833,79.08703077,6.461457415,63.08924516,1
5.36,5.36,1.572142263,12.83828068,0.01491056,0.099887216,0.048875327,0.439877942,8.733191043,7.531505663,10.84385059,26.19957313,6.551207415,65.99551206,1
6.1,6.1,0.029497682,-0.005565468,0,0,0,0,1.146961212,-0.703599419,4.867486592,5.734806058,-2.478637595,23.71316945,1
6.3,6.3,0.140566174,0.144904093,0.003820687,0.003820687,0.003820687,0.003820687,1.681684941,1.386824168,1.976545715,3.363369883,-3.147804261,23.73720445,1
